id,review,helpfulness
1904,"As the other reviewer mentioned, it does have more of a coconut smell than the other 2 I bought, but it has an off taste to it that the others do not. Reading about coconut oils, someone mentioned the gag factor. I had no idea what they were referring to until I tasted this. NOW's a good name, but they fell short here. You'd be better off with Jarrow or Nutiva, similar price, better taste...",1
1905,"How refreshing it is to know that we can turn to Amazon for all our fresh Marijuana needs! No more hoping to come across a large hidden field of tree sized dope shrubs just off of the road  while on the way home from work! Perfect for wedding receptions, birthday parties and anniversary celebrations - you know, all those fun times when you just have to dig that pit in the back yard, and take out a chainsaw and wood chipper and engorge yourself on a large slab of smoked seed pate. Slice up those leftovers, and you'll have sandwiches for weeks. Thank you Amazon!<br /><br />Sarcasm, just like comments about Underhill Farms products!  Will Amazon editorial Fascist allow the sword to cut both way?  I doubt.......",0
1906,"I ordered this product on May 7, 2009 and still haven't received it. I have never waited 3 weeks for something this small to ship. I hope this product is worth the wait.",0
1907,"Once again , clueless consumers that feed their cats nearly inedible corn, glutens, and by-products, none of which are good for your animals.  Last reviewer thinks they are a good cat mom -  think again.  This is one of the worst foods out there along with meow mix, science diet, friskies, most purina products.<br />Would you let your kids eat french fries and fritos for all their meals?  this is pretty much the same thing for your cats.<br />Read the labels -  main ingredients should be meat, not corn, not byproducts.  Glutens are allergens and used as filler and should be avoided.  Look around, there are affordable good foods available -  some warehouse clubs sell their brands which are very good (starts with a ""C"").  Check pet food ratings, dot net.<br /><br />Ignorance is no excuse for torturing your animals with terrible food",0
1908,"i read the ingredients and did some research... this cat food which is marketed as the best you can buy is cheap and a potential hazard. it contains potassium chloride. Potassium chloride is used as the third of a three -drug combination in lethal injection. Additionally, KCl is used (albeit rarely) in fetal intracardiac injections in second- and third-trimester induced abortions. - Sigma-Aldrich, July 2001 aka feeding your furry friend POISON. look it up for yourself.",0
1909,"Thanks to our purchase of a Keurig, I am a converted coffee drinker. Timothy's German Chocolate Cake is my absolute favorite. A delectable blend of warm caramel and coconut gives this coffee a deliciously sweet note while retaining a medium-bodied blend. It isn't too sugary - it's just right! In fact, my hubby and his coworkers all claim this as their number one flavored coffee too. It is scrumptious.",1
1910,"Everyone knows about tainted pet food from China.<br /><br />Newman's Own is a branding that I can trust, and this one is a real winner.  Newman's is what I would make if I were making it for my own family, as in you can trust that it is great tasting, good for you and safe to eat.  I'm very pleased that the Newman's line was extended from people food to pet food.<br /><br />When it comes to moist dog food every single choice on the market has meat by-products except Newman's Own.  My 3-month old puppy goes crazy for this, as well as for the Chicken-only Newman's canned dog food variety.  In fairness he would probably go crazy over meat by-products too.  While they *may* never hurt his health, I won't give him any, that lucky dog.<br /><br />One other finding:  When you open almost any moist dog food you smell ""dog food"".  When you open Newman's Chicken or Chicken & Turkey you smell meat.  It actually smells good.  Imagine that.",1
1911,"This product is a artifical sweetner.  It is a man made chemical.  Its Poison.  Having the runs is just one of many symptoms.  Google ""splenda toxicity symptoms"" ""splenda toxicity""",0
1912,"I expected the fish to be swimming around in water when they arrived at my doorstep.  Instead, they were in a box!  Oh the humanity!  I put them into my fish tank, hoping they needed some water but they still didn't swim.  They just needed some water!  I am still trying to get them to breathe.  I am reading my Bible and praying religiously hoping they will rise from the dead.  Who would do such a thing?  Satan is at work here.  These fish were so cute and innocent!  They were probably used in shampoo-testing, I suspect because of the orange crumbs at the bottom of the box.",0
1913,"I want to buy this product, but the shipping fee is too high, also if I buy two items, there is no free shipping option, so I have to cancel my order.",0
1914,"Overall it is a neat box with some great candy that brought back many memories for my parents.  Some of the pieces seemed a bit stale and hard and the moonpie was basically crushed, though we've only eaten a few pieces so far.  You couldn't find this type of candy anywhere so it is a great concept to bring all of it back again in one box.  My biggest complaint was the ground shipping which was over priced in my opinion.  I'm not sure how long this company has been doing it but it appears they have some things to correct in order to succeed further.  I noticed too that the candy was all in a jumbled mess.  I'm not sure a woman would have organized the box in that same fashion.  So please try to correct these issues and I will buy from you again.  Thank you.",1
1915,"This is my favorite coffee - strong, delicious and bold. However, the price here is way too high, you can buy it much cheaper elsewhere. I usually buy it at Costco - 80 cups for $33.",1
1916,"First time I have tried ghee - because I heard it was a delicious and high heat oil - and used it to stir fry napa cabbage.  Found the taste a little like lamb and or goats milk cheese - both of which I don't like.  I ended up throwing all of it out as I do not like the flavor of mutton or whatever the flavor was.  I don't know if all ghee tastes like this, or if I just got a brand that was off.  Others may love the flavor of lamb or goat - I found it very hard to take.  The actual frying heat was nice and high - although I did not fry it too high in my cast iron wok.<br /><br />I am now going to try other less flavorful oils, will try mac nut oil or something.",0
1917,"I ordered this product and just got my box today 4/21/2011.  When I opened the box there was another box, so I opened the next box and there is cocunut oil all over the 2 jars, bubble wrap and all over the box!  I will never order this again, as today I received my box and they already close the return date!  There is a major problem here and I do not recommend anyone ordering this product.  I want my money back.",0
1918,I have not used the product but I have used so many of their other ones and have never been disappointed. So here's to Nielsen-Massey products.,0
1919,"Sent this to my dad for Father's Day and got a note a few days later saying, ""some of the items in it were pretty tastless.  The formaggio e vino had no trace of vino whatsoever.  Some of the cookies and crackers had no taste to speak of and were only useful to scoop up the formaggio which wasn't remarkable.  Whoever sold this to you may want to rethink their source.  The basket is nice, however!""<br /><br />So much for a nice Father's day gift!",1
1920,"These multrigrain chips taste like restaurant-quality corn tortilla chips, but they come in individual-sized bags. Most importantly, my two-year-old daughter (who is so picky she hardly eats anything) absolutely LOVES these chips.<br /><br />These chips are technically ""multigrain"" because they contain yellow corn, brown rice flour, flax seeds, oat fiber, sesame seeds, sunflower seeds and soy flour. However, stone ground yellow corn is clearly the main ingredient in these chips and you'll have a hard time picking up the flavor of the other ingredients with your taste buds.<br /><br />The other thing I really like about these chips is that they're flavored with sea salt, which is lower in sodium and (in my opinion) tastes better than regular table salt. With only 140 calories per bag and 7 grams of fat it's hard not to say yes to this tasty treat.<br /><br />Overall, I highly recommend these chips!",1
1921,Strange pricing on Amazon when you can get 4 for $15.96 at the company's site that makes this (Bell Plantation).,1
1922,"This product is definitely not for diabetics, or anyone watching their weight (which most cardiac patients are supposed to do).  It is very high in calories (20 per chew, and they recommend two chews at a time), and it is also high in salt (Sodium 15 mg per chew, 30 per recommended serving).  Salt is somthing cardiac patients are supposed to restrict, or at the least, limit.<br />I also noted an undesirable thick waxy coating left on the roof of my mouth.  The coating is tasteless (not the candy itself).  One other side-effect I noticed is constipation.",1
1923,"My vet gave him a prescription diet which helped him tremendously but he HATED it and wouldn't eat it until he just couldn't stand being hungry any more.  With my vet's okay, I started mixing just a little of other types of canned food with the prescription but after a few days I could see he wasn't feeling well and his problems began to return.  Finally, I picked up a can of Newman's organic and mixed that with his prescription.  Not only did he like it, he was fine!  I can't give him this alone - he still must have the prescription - but as long as it is at least half the prescription mixed in, he can eat it every day and he is fine!  I was so happy!  And so was my little dog!",1
1924,"I had a chance to try these chocolates while in Holland. I only bought a few because I wasn't sure what they were (the sales person and I couldn't communicate past a few English words). Well, I am home now and I want more. I finally found them here... at a decent price and just this kind instead of a mixed box(which I am sure would be fine, but I want these and only these!)<br /><br />If you like almonds and hazelnut, buy them, they are better than anything I have had from Godiva and that is saying a lot!",1
1925,"This is a nice quality cup and infuser -- it's sturdy and comfortable.  The infuser is resistant to staining and the little lid that is used to keep the heat in when steeping can be turned upside-down to act as a holder for the wet infuser when you remove it from the tea.<br /><br />However, there are some problems.  My main complaint is the design of the infuser.  The sides are a nice, fine mesh whereas the bottom is plastic with some perforations.  These holes in the bottom allow small leaf bits to flow-out.  I have a Teeli infuser that has the mesh in the bottom also and it keeps all of the leaves contained.  Second, and far more minor, the cup is rather small.  It makes a nicely sized cup of tea, but if you're used to drinking from larger cups and mugs, you will find yourself gulping this one down pretty quickly.<br /><br />Overall, this is not a bad product and if it had the full mesh infuser, I would have given it 4 stars.",1
1926,"Managers special, Amazon Prime.  a Month later the sale was canceled.  Two days before it was canceled I inquiried about the item.  Customer service said we can cancel this order and order from someone else to increase speed.  True at $10 more.  I said no, I will wait for what I ordered.  Then Amazon canceled my sale saying they couldn't get the item, but yet it is still available on Amazon.  I guess it was just too good of a price.",0
1927,I sent these to my mom for a gift and she loved them!  She said they were fresh and beautiful.  I will definatly be ordering from here again!,1
1928,Bought it for the ice cream maker which did not make ice cream since then sitting in the fridge.,0
1929,I never received this item because you never got it in to ship to me.,0
1930,"This flour works fine for certain things, depending on your taste preferences.  It has a very strong aftertaste (kind of bitter/sour) because of the bean flour.  Thus it is pretty strong in plain breads and rolls.  If you don't mind that, then good for you!  (My husband is pretty sensitive and can't tolerate the bean flour or taste very well.)  I found it works better in cookies, chocolate or spice cakes, brownies, banana bread, and pizza dough.  Because these baked goods are made with other strong flavors, they help mellow out the bean taste which can be pretty overpowering if you don't have something with which to temper it.  I like the consistency of this flour better than the rice flour blend I've also been using but again, consider your taste preferences and what you'll be baking/cooking with it.",1
1931,"has a weird color, weak carbonation, and it tastes something between just odd and totally awful. weird after taste. it's obvious the citrus flavor is about as far from real citrus flavor as you can get and still call it citrus.",0
1932,"Hapi's Hot Wasabi Green Peas are a terrific replacement for granola! I eat a bowlful every morning with ketchup, green tea and scallions. Yummy! I tried rolling up the peas in an omlet and served it to my wife on our 75th anniversary. This was just my way of expressing my affection for her. Somehow she missed my sincere intentions and barfed all over my grandmother's antique quilt. Then our Irish Wolfhound jumped up on the bed, licked up the disgusting mess and yelped so loud that 3 of my goldfish jumped out of their bowl and were eaten by my cat. At least someone got a good meal from all my hard work.<br /><br />I had some small success passing out single peas to the neighborhood kids, telling them that they were a new flavor of M&Ms. Their parents really have no gripe with me, but I explained it all to the police. They could not find any violation of law, so I was released without charges.<br /><br />I did feel a bit ripped off by the 9.9 oz. packaging as I had expected a full 10 oz. bottle. After carefully counting all the peas I determined that 4 additional peas would make up the missing 1/10 ounce (yes, I did the math). So I called customer service, told them how unhappy I was and asked them to send me 4 additional peas. She was polite, but said no, claiming that they wouldn't have a pod to pea in. Whatever. These are really nice peas -- HIGHLY RECOMMENDED!",0
1933,"This stuff WORKS for not only relaxing the muscles, but majorly helps PMS, Menopause symptoms, Hubby and I take it several nights a week. It helps us to sleep easier and deeper, too.<br /> It is a lot better than the Natural Calm without Calcium.",1
1934,The product i recived looked nothing like the picture shown the moss was full of sticks and small waste. Alot of it was already dead or dying beyond help.,1
1935,"I saw these gummi bears in the vegetarian section.  To my amazement, they should not be here.  They contain gelatin which is an animal product and it is not vegetarian.<br /><br />Here is the definition from Wikipedia:<br /><br />Gelatin (spelled gelatine in some Commonwealth countries) is a translucent, colorless, brittle (when dry), nearly tasteless solid substance, derived from the collagen inside animals' skin and bones. It is commonly used as a gelling agent in food, pharmaceuticals, photography, and cosmetic manufacturing. Substances containing gelatin or functioning in a similar way are called gelatinous. Gelatin is an irreversibly hydrolysed form of collagen, and is classified as a foodstuff, with E number E441. It is found in some gummy candies as well as other products such as marshmallows, gelatin dessert, and some low-fat yogurt. Household gelatin comes in the form of sheets, granules, or powder. Instant types can be added to the food as they are; others need to be soaked in water beforehand.<br /><br />Buyers beware of the ingredients of products you are buying, just because it says it's vegetarian doesn't always mean it is.  Look up the ingredients just to be on the safe side.  I hope this is helpful.  Whoever posted this item as vegetarian needs to do a little more research on what ingredients are considered vegetarian.<br /><br />thank you,",0
1936,"This is one of the most versatile mixes I've found, and most recipes come out tasting very much like the Full of Gluten Blends. I, like many, am struggling with celiac's disease, and I've only just found out I have it, so I'm not quite sure what to buy, what's healthy, and what doesn't taste like cardboard.<br /><br />Gluten Free is a way of life you have to adjust to in almost every way, from giving up many favorites, to training your pallet to love these new found grains.<br /><br />Bisquick is Rice based, and is very much like it's original version, however be aware that the pancakes will be a little less fluffy and that you should follow the recipe to the T when it comes to these. Betty Crocker has a Recipe website they've published for you using this product that has quite a few tasty treats you'll love. When it calls for Vegetable Shortening, be sure to use it, for example, biscuits made without shortening, and only butter will be very dry and not very satisfying, even difficult to swallow. Use recipes that include shortening, and will result in moist, fluffy foods and breads will help you end up with an enjoyable addition to your meal.<br /><br />Fun and Tasty Gluten Free Recipes for this mix can be found on the Betty Crocker website, they won't allow me to post the link here, sorry.<br /><br />UPDATE: ** Fun Tip about this and other Gluten Free Mixes, My mom Figured out that when you're mixing together your ingredients and you're using one that calls for milk, that if you mix together ONLY the BASE MIX and the MILK and let it set for about 15 minutes before continuing with your recipe and adding other ingredients, the end result is much fluffier and tastier **  This would be much like making tapioca pudding, you have to let the milk and tapioca soak to 'activate the tapioca' before moving on, so I think that type of reaction is what's happening here with the Bisquick Mix. YAY for Mom!<br /><br />Hope that helps you with your purchasing decision.<br />Thanks for reading!",1
1937,"It may sound crazy but from time to time I do taste what I feed my dogs especially when they are made with all natural ingredients.(no I don't taste test can food or their normal dry food) You can actually taste the blueberries. I always wonder if a pet product says it tastes like peanut butter or filet mignon, or jerky, does it? etc. I certainly wouldn't want to do more than my taste experiment but I think my dogs are getting what you pay for and they like them(my dogs love everything). Also I feel the price is reasonable and you can split the treats in half which makes the box stretch. I have found that even big dogs don't care about the size of the treat as long as they get one.",1
1938,"First thing is I did not purchase crab legs from Omaha as the price  is 10 steps beyond gouging. Here in the NY area they can be purchased for $7.99 a pound, no S&H. There are 2 sizes of legs, larger and smaller [usually referred to as A's & B's] with the larger being approximately $2.00 a pound more.<br /><br />Considering that there's more shell weight than meat weight, $25 a pound is completely outrageous.<br /><br />Look elsewhere for your crab legs. I hope Amazon takes note of this review.",1
1939,"Have you ever been walking and heard a song on the radio and remembered something you thought long forgotten? Have you ever smelled something cooking that reminded you of growing up? Have you ever seen something that is so symbolic that you are transported back in mind? Our five senses are the strongest triggers of memory that we as humans possess, and this Retro Candy basket from the 1980's takes full advantage of that to make a perfect gift for the person who has every gadget, trinket, and item they ever needed.<br /><br />The 80s were the era of Atomic Fireballs, BitOHoney, Mamba, Nerds, Lik-m-aid Fun Dip, Bottlecaps, Wonka Pixy Stix, Bubble Gum Cigs, Candy Cigs, Apple Heads, Lemon Heads (small & large), Charms Blow Pops, Saf-T-Pops Lollipops, Sweetarts, Now & Laters Assorted Classic, Fun Gum Wax, Pop Rocks, Zotz Sour Fizz, Runts, Slo Pokes, Zours, Jolly Ranchers, Slap Stick, Grape Heads, Jaw Busters (small & large) and Tootsie Midgees. The only thing really missing from this basket is Big League Chew. According to the seller, some items may be substituted as they run out, but really, candy is candy, and there is enough in here for you and your friends, basically everything the kid in you still desires. And while the candy types may be 26 years old, the actual candy is fresh, sweet, and pure goodness just like you remember.<br /><br />Be warned however, there is enough sugar to make a rhino hyper and your dentist wealthy, so consume in moderation. You aren't 10 anymore. If you buy this for someone else, you will be highly tempted to devour the entire basket or slyly sneak out a few select choices.  There are several other sets in this product line, each with their own unique line-up, my favorite being the 70's box. Enjoy!",1
1940,"I decided to try 5 hour energy after it was recommended to me by my Dad. I have been drinking ""Go Girls"" for a while and I loved them. I wanted to try the 5 hour energy because the ""Go Girls"" kept me up at night.<br /><br />First of all, I understand first hand that this drink affects people differently. Like I said my Dad loves it and swears by it, myself, not so much.<br /><br />I decided to drink only half the bottle to start with, so it wouldn't be too overwhelming. But, even with half the bottle it really messed me up.<br /><br />I felt tired but my heart wouldn't stop racing. It was pounding so much, like I just ran 10 miles in record time! The rest of my body felt awful too. My arms were jittery, yet kinda numb. My legs felt like spaghetti and my stomach felt like it was in knots. Andy even though my body felt like it was all amped up I still felt exhausted and needed to keep putting my head down. I also felt like I just wanted to have a meltdown and cry. It was awful!<br /><br />Be careful if you try this. Take a little bit at a time. For the first time take it when you don't need to do anything or go anywhere. Like I said everyone reacts differently to it. My Dad has these like 2 or 3 times a week and loves it. So try it for yourself, but this was my experience.",1
1941,"Vegan. Organic. Kosher pareve. Fat free. Wonderful aroma. Small tender lentils in a flavorful vegan gravy. Fantastic choice with rice. Sweet onion and bay leaf flavor notes are mild and well-balanced for beautiful overall flavor. Bravo! Approx. 455 calories, 28g protein, 0g fat, and 715mg sodium per can. Made with organic lentils, organic tomato puree, organic shoyu(organic soybeans, organic whole wheat, sea salt), organic onion, organic garlic, and organic bay leaf. Also really like <a href=""http://www.amazon.com/gp/product/B000LKYUSM"">Eden Organic Baked Beans, Fat Free - Low Salt, 15-Ounce Cans (Pack of 12)</a> also from Eden. This review is out there for those for whom this makes a difference. See all of my reviews for more great choices. Check out all these great choices also in the ""Vegan Grocery"" Listmania. Your ""helpful"" votes count and will be greatly appreciated to benefit the search of others. Thank you.",1
1942,"From the name of the tea and the review above, I assumed that this is a green tea. Totally misleading!.  This is a processed black tea that does not have near the concentration of the valued antioxidants as a quality green tea.",0
1943,"First ...I ordered this tree and saw that it was shipping from a warm place to where I am with 6 inches of snow on the ground.  It arrived within a few days, packed very securely, in great shape ready to go.<br /><br />Secondly ... It was an early Christmas present, by a few weeks. There was concer with the 'WILL IT SURVIVE UNTIL CHRISTMAS' factor ... WOW ... this little tree with a few leaves on it, is going gang-busters.  There's a ton of new branches, not just leaves.  It looks incredible.<br /><br />Third ... This is a gift that my whole family is enjoying.  It's a little 'miracle' that we are monitoring closely everyday.<br /><br />Thank you ... We'll be ordering more.  You have created a bonsai aficionado.<br /><br />Bonzai with the bonsai!<br /><br />Merry Christmas.",1
1944,"As most of you probably are, I was a bit skeptical while placing my order for this Wheat Grass Powder. Instant wheat grass sounds both unappetizing and not especially nutritional. Well, as is my nature, I did needless amounts of research on the effectiveness of powdered wheat grass, and found several articles with very mixed answers, so I decided to give it a shot and decide for myself.<br /><br />My first impression was that this stuff was disgusting. While fresh wheat grass bought at a health store smells like a freshly cut golf course, this stuff smells like a barn. I held my breath and mixed the recommended amount of the dark green powder with a glass of ice water and chugged. I couldn't get 1/4 way through with the mixture before I gagged and decided I would never drink the stuff with water again. The label recommends drinking it with a juice, particularly orange juice, so that's what I did the second time around. If you mix it with a strong enough flavored juice, it is actually quite enjoyable. The nasty taste is barely detectable, and all you are left to put up with is the smell. Currently my favorite juices to mix it with are stronger flavored juices mixed with multiple types of fruits - anything with grapefruit juice works great. On to the effects.<br /><br />When I down a shot of fresh wheat grass, I get a small boost of energy - but most importantly I maintain a healthy up-beat feeling throughout the day. The result is more of a lack of fatigue than an elevation in energy. With this powdered wheat grass, I get the same effect, simply on a lesser scale. The initial boost of energy is barely noticeable, but I am able to maintain that same ""healthy feeling"" that I get with the fresh wheat grass. And the nutritional value is all there: both the vitamins and chlorophyll (see table below). The final test, which I plan on conducting: The Hangover Test. A shot of wheat grass will get me out of that half-asleep feeling I get after a night of heavy South Florida binge drinking, so it is only natural that I test the effects of the powdered wheat grass on a hangover. While I am tempted to drink solely for the sake of this review, for now I must wait - I will update with results asap.<br /><br />Nutritional comparison of generic wheat grass powder to fresh wheat grass. (Please note that these numbers are not the same as the Amazing Grass brand, nor are they the values for an equivalent serving size as the values listed by Amazing Grass.)<br /><br />----------------Powdered--------Wheatgrass Juice<br />Protein ----------850mg--------------550mg------<br />Chlorophyll--------18mg---------------8mg-------<br />Vitamin A----------1670 IU-----------120 IU------<br />Vitamin C----------8mg----------------1mg-------<br />Iron-------------870mcg--------------660mcg-----<br />Calcium-----------15mg----------------7mg-------<br />Potassium---------137mg--------------42mg------<br />Sugars-----------&lt; 1%-----------------> 2%-----<br />Folic Acid--------21mcg---------------8mcg------<br /><br />**UPDATE**<br />I'm sad to report that this does absolutely nothing for my hangover.. but that's cool, it's not magic. Still deserves 5 stars.",1
1945,I haven't used this enough yet to decide how I feel but so far so good.  Just need a little more time,0
1946,"I paid over $13.00 for ""expedited"" delivery and the product still took FIVE days to arrive. Would not buy from them again.",0
1947,"This seller by far is the only terrible seller I have dealt with from Amazon.<br />The Cat Chews arrived without any expiration date printed on the bags and most of them have changed to a very yellowy color. My two cats won't touch those with a off color. So, I have contacted the seller and someone over there told me to send them back for an exchange. I did that, and called the seller one month later since nobody contacted me and neither did I receive the exchanged product. After calling many times, I gave up and contacted Amazon.com. Since everytime, the person answered the phone told me that he can't do anything and the manager will call me back and he never did. After 5 of this phone calls, I decided I've wasted too much of my time and it's better to direct the issue to Amazon.com. And Amazon has made it so easy for me. They filed the claim and did the refund. I'll keeping shopping with Amazon, but not with this seller anymore. They are many other sellers carry the same Cat Chews.",1
1948,"My girlfriend bought me these, she has a sweet tooth and loves kid's candy.<br /><br />I told her never buy me these again if she loves me. Enough chemicals in it for a nuclear explosion.<br /><br />It's also fish tank gravel texture.<br /><br />I would not recommend this candy to my worst enemy.",0
1949,"I'm a former Marine, got out after 8 years, did two tours in Iraq and one in Afghanistan. I was first introduced to beef jerky during MCT (Marine Combat Training)...which is where you learn warfighting techniques. For those LONG, sweaty, depressingly hot days in NC...this was an excellent snack. Beef Jerky is nutritious, low in fat content and tastes great! It also is a great chewy snack for those 'hurry-up-and-wait' days. Perhaps the biggest benefit for me was the salt....if you're out in the sun all day, you lose a lot of sweat....the Marine Corps motto should be 'drink water'...but as for electrolytes/ salt....this snack does an excellent job. I love the peppered taste...probably because I'm Jamaican. The 1.5-ounce snack size fits perfectly in your pocket and works out to be about half the price you'd pay at the gas station (thanks Amazon). I have a couple of buddies over in Afghanistan and I sent each two packs....for them and to pass around to their troops...they love it.<br />For a healthy snack (especially if you're very active and sweat a lot)this is a great product.<br />If there was one complaint....I wish the desiccant that is inside every bag was somehow shaped differently.....if you grab a handful in the bottom...you'll never know that you grabbed the desiccant too....luckily I've been able to catch it!",1
1950,"I love this!!! Tastes exactly like peanut butter without the fat and the calories. Finally, I can enjoy one of my favorite snacks guilt-free with all it's health benefits. The PB2 website has the nutrition info, how they make it as well as a number of recipes posted.<br /><br />Here is a recipe for a delicious low-cal Chocolate PB2 Bread Pudding:<br />(4 servings, about 190 calories each)<br /><br />1/2 cup egg beaters original<br />1/2 cup Skim milk<br />1/4 cup brown sugar<br />1 tsp Vanilla extract<br />1 tsp Cinnamon<br />1 Tbsp dry PB2 mix<br />5-6 slices whole wheat bread (depending on how dry you like it)<br />2 Tbsp semi-sweet mini chocolate morsels<br /><br />Heat oven to 350 degrees.<br />Grease 8x8 pan or individual ramekins.<br />Whisk egg beaters, milk, sugar, vanilla, cinnamon and PB2 in a medium bowl. Mix well.<br />Tear bread into small cubes and add to egg mix.<br />Stir in chocolate morsels.<br />Pour into baking pan and bake for 20-25 minutes.<br /><br />Top with sugar-free whipped topping or maple syrup if desired.",1
1951,"It took me a decade of yo-yo dieting on various plans, four short-term successes, and now, hopefully, a long-term success is on the way. I have lost 35 lbs in 6 months, and going strong. I lost it gradually and within recommended weight loss recommendations (1-2 lbs a week). I didn't starve myself, stop my social life for any diet's decrees, and I definitely wasn't under the tutelage of any one diet. I have done that already and realize a few things: 1) you must exercise daily, 2) you must mind calories, 3) you must eat 3 meals and 2 snacks every day, and 4) the types of nutrients matter (omega 3, 6, and 9 fats, thermogenic herbs, antioxidants, etc.)<br /><br />The greatest myth I busted was any form of perfectionism. If you have a candy bar once in a while, that doesn't mean you are a big failure, you have to start all over, and you might as well do that next week (so you can binge in the meantime).<br /><br />All diets are perfectionistic. They focus on one aspect of healthy eating and run with it to fit the lose-weight-overnight / Can-I-also-have-a-pizza-with-all-the-fixings? mentality of the typical deluded American. That's why we have the Atkins diet, illustrating the worst of this concept. However, these diets aren't bad, because you can extract a jewel of knowledge from each of these regimens. Atkins taught us to watch carbs and not to fear protein (although that doesn't mean you can eat bacon); Fat Flush teaches you the difference between good and bad fats, thermogenic herbs (that raise the metabolism), and a very basic understanding of the Glycemic Index, and Thurmond teaches you what combinations of foods work to lose weight and the power of eating many small meals throughout the day.<br /><br />Larabar is another great example of the focused diet. The jewel is the omega fats 3 and 6, gluten-free, no dietary sweeteners (which increase your appetite and studies have correlated artificial sweeteners to weight gain because of its high glycemic index count), and it being all natural, organic, and kosher. That's great, when you focus on only this aspect. But still, however popular diets have become, Weight Watchers, Jenny Craig, and the like can never be ignored. The one irrefutable truth is the calories you take in determine what your weight will be in the immediate future. If there is a high fat percentage, which are calories still, you have to consider that.<br /><br />LARABARS HAVE 45 - 55 % FAT! 200 + CALORIES! These health bars are healthy, but I would only have them as a reward before or after a good workout. This is the first review that I am rating this low because of the padding I suspect going on. One reviewer talks about the low calories, which is totally false. Two reviewers talk about how healthy it is, sounding very close to an infomercial as he focuses on only one aspect but ignores another. The suspicion arises when these two reviewers rate this bar 5 STARS 3-4 FREAKIN' TIMES WITH THE SAME WORDS! They must mention the excessive calories and fat in these bars, or else someone's going to go off of insufficient information and eat one every day with a sedentary lifestyle. Compare this bar to a Snickers, and you may have a different perspective. What is labeled ""healthy"" can be very bias.<br /><br />MY POINT BEYOND LARABARS: You can't focus on one system of ideas, because health and nutrition and weight loss are much larger and much more demanding concepts of nature's effect on the body. It's how you sustain and develop habits and balance in life, and it's about the knowledge you keep in your head, so you can deftly cut corners through increasing your metabolism or burning the maximum calories. It's about myth busting. It's about making smart choices. It's about knowing what choices are in the first place; if you choose one path, you can't choose another. Sacrifices may be what your particular body requires to be healthy and lose weight. You won't find a real chili-dog diet. You won't find a sugar that tastes exactly like sugar. One path leads to one place, while the other path leads to another. Note the difference, and be realistic.<br /><br />Lastly, the only health change you can make overnight happens in your head, not in your body.",0
1952,"This is a wonderful set.  It was originally created as a supplement to the book Ajanta - Regional Feasts of India by the author (who runs a lovely Indian restaurant in Berkeley, CA) Lachu Moorjani.<br /><br />There are 30 separately packed spices proportionate to their probably use.  I love it because I didn't have to purchase each spice, which is often quite expensive, especially when shipping and handling are added.<br /><br />The spices are:<br />Ajwain<br />Asafetida<br />Black Mustard Seeds<br />Black Cumin Seeds<br />Black Salt Powder<br />Cardamom Powder & Pods<br />Cinnamon Sticks<br />Cloves<br />Coriander Powder & Seeds<br />Cumin Powder & Seeds<br />Chile Pepper Flakes<br />Whole Red Chile Peppers<br />Chile Pepper Powder - Hot<br />Garam Masala<br />Dried Pomegranate Powder & Seeds<br />Dried Fenugreek Herb & Seeds<br />Fennel (Anise) Powder & Seeds<br />Mango Powder<br />Nigella Seeds<br />Paprika<br />Tamarind<br />Tumeric (sic)<br />White Pepper Powder<br />White Poppy Seeds<br /><br />Enjoy!<br /><br /><a href=""http://www.amazon.com/gp/product/1586857770"">Ajanta: Regional Feasts of India</a>",1
1953,"WARNING WARNING!!!!  This is DOG Food,  I fed my precious cat 10 cans of this, (he was not fond of it) before I realized it says DOG Food on the label in such tiny print!!!<br />I have used Weruva products before that my cats love, especially the Asian fish but Amazon was back ordered so I ordered this because Amazon says it is cat food --WRONG.  Buyer Beware!!  I don't own a dog so I guess the neighbor's dog will  enjoy some expensive food.",0
1954,"I really don't know much about this stuff, but it seems like it did what it was supposed to do...",0
